 3.3960000000000000e+03, 4.2828372854187757e+04, 1.6202815226760665e-05,  120,  120,    1, 0.0000000000000000e+00, 0.0000000000000000e+00                                                                                                         
    1,    0, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00             
    1,    1, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00             
    2,    0,-8.7502113235452894e-04, 0.0000000000000000e+00, 1.2523111777280104e-11, 0.0000000000000000e+00             
    2,    1, 5.9031495993080755e-10,-4.9433617424482412e-11, 5.2065234840578776e-12, 5.2324542200737978e-12             
    2,    2,-8.4635903869414677e-05, 4.8934625860229178e-05, 2.4110198755368191e-12, 2.4151680972025457e-12             
    3,    0,-1.1896034897013901e-05, 0.0000000000000000e+00, 8.4378866433168009e-12, 0.0000000000000000e+00             
    3,    1, 3.8042981149542270e-06, 2.5177321691130050e-05, 5.2459980141798440e-12, 5.3060263519431887e-12             
    3,    2,-1.5948009123274680e-05, 8.3615176257684048e-06, 4.4418504217604157e-12, 4.4353130307715551e-12             
    3,    3, 3.5054185729761330e-05, 2.5574570602731639e-05, 2.8421496158318836e-12, 2.8403322084973731e-12             
    4,    0, 5.1294072971513378e-06, 0.0000000000000000e+00, 8.5399894247431878e-12, 0.0000000000000000e+00             
    4,    1, 4.2162332636530840e-06, 3.7633848048506309e-06, 6.9222726447321040e-12, 7.0333727198406814e-12             
    4,    2,-9.5253939307705686e-07,-8.9808127716497847e-06, 5.6614972730348149e-12, 5.6837696824646563e-12             
    4,    3, 6.4568895211491409e-06,-1.9319620750365070e-07, 4.0688509730000802e-12, 4.0693035811296027e-12             
    4,    4, 3.0971854144749560e-07,-1.2873046768984531e-05, 2.3515698317094208e-12, 2.3468918258479209e-12             
    5,    0,-1.7266823981571990e-06, 0.0000000000000000e+00, 8.8093357857947103e-12, 0.0000000000000000e+00             
    5,    1, 4.8379878369827899e-07, 2.1232209244940802e-06, 7.5954061775403315e-12, 7.7190540246310785e-12             
    5,    2,-4.2981480591641181e-06,-1.1658896567163210e-06, 6.6453000699313769e-12, 6.6892307660814624e-12             
    5,    3, 3.3126559407026099e-06, 2.7179189049233091e-07, 5.3256109758598895e-12, 5.3218489097811896e-12             
    5,    4,-4.6403747687929232e-06,-3.3821238271891572e-06, 3.7480274809959636e-12, 3.7465012727402215e-12             
    5,    5,-4.4498214960314446e-06, 3.7798307730153592e-06, 2.3552343182019687e-12, 2.3549428240472936e-12             
    6,    0, 1.3464881434280170e-06, 0.0000000000000000e+00, 8.9495981007230022e-12, 0.0000000000000000e+00             
    6,    1, 1.8023672211822111e-06,-1.5184590662427570e-06, 8.3357291617934795e-12, 8.4650202462244168e-12             
    6,    2, 8.6161155978954476e-07, 1.4691273955099200e-06, 7.5721993390361015e-12, 7.6375688738703834e-12             
    6,    3, 9.5564993010365086e-07, 3.3303189026567732e-07, 6.4943896927418843e-12, 6.4877889665946365e-12             
    6,    4, 1.0084963294959201e-06, 2.6388004137546769e-06, 5.1895903133407565e-12, 5.1790637613259905e-12             
    6,    5, 1.6576787110657391e-06, 1.6229010235095570e-06, 3.8063101081395431e-12, 3.8035318904952286e-12             
    6,    6, 2.7620818369911369e-06, 8.2183820052706910e-07, 2.3213796714452109e-12, 2.3150281365182091e-12             
    7,    0, 1.0603021409433740e-06, 0.0000000000000000e+00, 9.5798631428439306e-12, 0.0000000000000000e+00             
    7,    1, 1.3749855897294971e-06,-2.2730188627439999e-07, 9.1126620055148794e-12, 9.2446426369726000e-12             
    7,    2, 2.8140841570544548e-06,-6.2956078881135288e-07, 8.4685203296210757e-12, 8.5537232970243707e-12             
    7,    3, 8.8052953846636107e-07,-3.9688707102840659e-07, 7.5593647342594970e-12, 7.5514848355075614e-12             
    7,    4, 2.4690586080737160e-06,-4.2220766311511110e-07, 6.4200724407342810e-12, 6.4026231675970468e-12             
    7,    5,-1.9148963747009721e-07,-1.3585572395137130e-06, 5.1569848727419594e-12, 5.1551440863169420e-12             
    7,    6,-5.5927140594987420e-07,-1.9014576322885320e-06, 3.6223602882090159e-12, 3.6106657372262658e-12             
    7,    7, 4.4075204523662589e-07,-1.7756034962087370e-06, 2.1289334844767048e-12, 2.1284391838235571e-12             
    8,    0, 1.4442441886492480e-07, 0.0000000000000000e+00, 1.0376349692765393e-11, 0.0000000000000000e+00             
    8,    1,-1.3256646017925930e-07, 7.5055361223717011e-07, 9.9353548130713702e-12, 1.0067832677984132e-11             
    8,    2, 1.8104253711858139e-06, 5.0715452934323882e-07, 9.4008630073779229e-12, 9.5066696405515922e-12             
    8,    3,-1.2069160247287600e-06,-1.3413940794192921e-06, 8.6252825535331267e-12, 8.6160478348513453e-12             
    8,    4, 1.5882082447787701e-06, 1.4829816560766031e-07, 7.6131976796980484e-12, 7.5890822707322318e-12             
    8,    5,-2.7914950812944860e-06,-1.6302049442013069e-06, 6.4682186615376983e-12, 6.4628717750401705e-12             
    8,    6,-9.1411431697030240e-07,-1.7901216522112291e-06, 5.1826592545907632e-12, 5.1687119566213122e-12             
    8,    7,-4.7398143101077909e-07, 1.6446212279220440e-06, 3.8319916120801374e-12, 3.8270303454287232e-12             
    8,    8,-3.1058380943148612e-07,-2.5036066441946729e-07, 2.2011223043803781e-12, 2.2001657794507498e-12             
    9,    0,-2.8733161238848450e-07, 0.0000000000000000e+00, 1.1227576488460156e-11, 0.0000000000000000e+00             
    9,    1, 4.2100929095543421e-07,-4.9025858021055649e-07, 1.0857068821145153e-11, 1.0988645205651260e-11             
    9,    2, 1.1387118074121270e-06, 3.8227460422801070e-07, 1.0366264746659561e-11, 1.0493791957966443e-11             
    9,    3,-9.9362446294029626e-07,-1.0076708551339870e-06, 9.7107876773711338e-12, 9.7007356205276526e-12             
    9,    4, 2.9478763615837892e-07, 1.6236544391386390e-06, 8.7881443015501036e-12, 8.7550133926457337e-12             
    9,    5,-2.2716791732107409e-06,-1.5496415138739581e-06, 7.7105125523678226e-12, 7.7063071581746181e-12             
    9,    6, 8.0851867100485311e-07, 5.7787099140642178e-07, 6.5451627439630472e-12, 6.5247315615326820e-12             
    9,    7,-6.1812533224364071e-07, 8.6881698249142695e-07, 5.2904366656256384e-12, 5.2832552456651183e-12             
    9,    8, 1.2080766993917449e-06,-1.4617540874564860e-07, 3.6787341721957778e-12, 3.6728869284581969e-12             
    9,    9,-1.1717474218825900e-06,-6.5809929618790027e-07, 1.9316661384784967e-12, 1.9312182443814126e-12             
   10,    0, 7.2681065805799379e-07, 0.0000000000000000e+00, 1.2152917329344845e-11, 0.0000000000000000e+00             
   10,    1, 9.2395179503532669e-07, 2.2326048068427159e-07, 1.1840448332883068e-11, 1.1976403789081129e-11             
   10,    2, 7.1019578202855220e-09,-1.1158285081561660e-06, 1.1401848744041293e-11, 1.1551339052662081e-11             
   10,    3,-2.9908964287110148e-07, 4.4352719125739180e-07, 1.0830555288771238e-11, 1.0819336819186388e-11             
   10,    4,-1.2138943003566500e-06,-6.9859351666062075e-08, 1.0001043924173721e-11, 9.9601332959544920e-12             
   10,    5, 4.2156307407008182e-07,-1.0628530037899250e-06, 8.9948953514174658e-12, 8.9871603973249157e-12             
   10,    6, 6.6945322608237062e-07, 1.1172492526888040e-06, 7.9063886785298158e-12, 7.8847482352492489e-12             
   10,    7, 3.1796268979529732e-07,-6.2017386662219776e-07, 6.7334837870787743e-12, 6.7259761417325303e-12             
   10,    8, 5.4040157424101204e-07, 8.2070930376663566e-07, 5.4012430213119884e-12, 5.3926294360661663e-12             
   10,    9,-1.4571715682365920e-06,-1.4639733271682140e-06, 3.9303637407924042e-12, 3.9345149889841830e-12             
   10,   10,-2.7498996439663692e-07, 7.5319646999378717e-07, 2.0584677019278196e-12, 2.0576337842925964e-12             
   11,    0,-2.6615298271541811e-07, 0.0000000000000000e+00, 1.3209303114536105e-11, 0.0000000000000000e+00             
   11,    1,-8.1688209705473657e-07,-2.2137115170114589e-07, 1.2931590290738493e-11, 1.3064332439082700e-11             
   11,    2,-3.1357399492210400e-07,-9.9404360815448053e-07, 1.2501452332457207e-11, 1.2674279477013717e-11             
   11,    3,-1.3030576805211441e-06, 7.6519639659407190e-07, 1.2018757311773592e-11, 1.2010702164640700e-11             
   11,    4,-1.5740474470788530e-06,-6.4466144591023341e-07, 1.1244179117749252e-11, 1.1193047410587059e-11             
   11,    5, 1.3563821799440509e-06, 8.9926031273527800e-07, 1.0300267007366817e-11, 1.0290762093564018e-11             
   11,    6,-2.4477426852977147e-07, 2.0601211518636329e-08, 9.2661305312644526e-12, 9.2446592449362603e-12             
   11,    7, 6.6063729445231003e-07,-8.6484856376581185e-07, 8.1361837141874637e-12, 8.1244035678162612e-12             
   11,    8,-1.1822273827691050e-06, 7.6677441596197336e-07, 6.8953941714466952e-12, 6.8818685136555491e-12             
   11,    9,-4.1507996160831932e-07,-4.1956153299524140e-07, 5.5851390564886863e-12, 5.5880524902193934e-12             
   11,   10, 3.3274701649302991e-07, 1.9667464012122510e-06, 3.8246403192575437e-12, 3.8241919770718798e-12             
   11,   11,-4.4842941792125999e-08,-3.2346246992901321e-07, 1.7206760906252411e-12, 1.7213772693591968e-12             
   12,    0, 2.6027840368969332e-07, 0.0000000000000000e+00, 1.4357227033466102e-11, 0.0000000000000000e+00             
   12,    1,-1.1268254647847620e-06,-5.1240765709961632e-08, 1.4099806314473647e-11, 1.4231770861233110e-11             
   12,    2,-9.7525011054536608e-08, 5.3291461143907104e-07, 1.3704095643141127e-11, 1.3905656333684646e-11             
   12,    3,-1.4420632968950370e-06, 3.1466240609040730e-07, 1.3263371791732281e-11, 1.3255337483927543e-11             
   12,    4,-1.0143789089029060e-07, 1.2360601212910621e-07, 1.2569253085930535e-11, 1.2509209589776051e-11             
   12,    5, 7.2017685410425557e-07, 1.0018010337384180e-06, 1.1665586475266557e-11, 1.1650407837360937e-11             
   12,    6,-4.0316560458362531e-07,-1.6299177121653020e-06, 1.0688739853673375e-11, 1.0664889493737831e-11             
   12,    7, 4.0450071676549719e-07,-1.1277075126880100e-07, 9.5991701008387759e-12, 9.5894690284064289e-12             
   12,    8,-1.6038969173019070e-06,-3.8833688859906271e-07, 8.4358573313568499e-12, 8.4185096795730261e-12             
   12,    9, 7.0833786114562315e-07, 4.7696169297298167e-07, 7.1627186729359857e-12, 7.1633311253646087e-12             
   12,   10, 4.8810712675494633e-07, 1.3784627545650731e-06, 5.7776135129156817e-12, 5.7748745784209721e-12             
   12,   11, 8.6529834057201089e-07,-1.6547521013578460e-06, 4.1180751484928500e-12, 4.1127757455587176e-12             
   12,   12,-6.6617252771898499e-09,-8.9198512181179759e-08, 1.9847321949879186e-12, 1.9831869331524158e-12             
   13,    0,-4.9071763082109798e-07, 0.0000000000000000e+00, 1.5635613313406851e-11, 0.0000000000000000e+00             
   13,    1,-5.6967675127442594e-07, 2.2579199683689939e-07, 1.5370531450451824e-11, 1.5497232624925211e-11             
   13,    2, 1.9207082309839531e-07, 8.5386272142570983e-07, 1.4999927416620627e-11, 1.5226157022048881e-11             
   13,    3, 2.1605018431855359e-07, 1.8160874954629391e-07, 1.4607376638725688e-11, 1.4601238066914388e-11             
   13,    4, 1.7139248115310870e-07, 6.8985280683557658e-07, 1.3955450966985351e-11, 1.3885233240394782e-11             
   13,    5, 6.0711203102165794e-09,-4.0510309712837981e-07, 1.3101300254807063e-11, 1.3083525062819935e-11             
   13,    6, 4.4029220153982418e-08,-9.3270605415451323e-07, 1.2153505678187387e-11, 1.2131200681816692e-11             
   13,    7,-7.7106362222988610e-07, 3.9759348058279390e-07, 1.1102248407310992e-11, 1.1090992911731764e-11             
